"","select.static","select.additive","select.multiplicative","nonselect.static","nonselect.additive","nonselect.multiplicative","selWT.static","selWT.additive","selWT.multiplicative","nonWT.static","nonWT.additive","nonWT.multiplicative"
"1",-2.27417007564367,-0.207178848611664,0.823959440735789,-1.66427747094296,-0.334807129634435,0.954221834810273,-1.91338478076438,-0.143501674900625,1.0015362758742,-1.91338478076438,-0.143501674900625,1.0015362758742
"2",-2.10661922313171,-0.261917918781824,0.812747734701285,-1.93968464455695,-0.105233972415636,1.10016870302462,-2.12072707675293,-0.139784435066431,1.01933844534507,-2.12072707675293,-0.139784435066431,1.01933844534507
"3",-2.31294312174664,-0.210889767776914,0.860264266977059,-1.76745395715133,-0.149898129009411,1.09606301988822,-2.04719359311076,-0.0799526478992485,1.06695415315116,-2.04719359311076,-0.0799526478992485,1.06695415315116
"4",-2.35128415142781,-0.263839369342881,0.781583554104354,-1.84293422667083,-0.189821658804428,1.04879311914001,-1.33531597059835,-0.0849940648298035,1.12971874702687,-1.33531597059835,-0.0849940648298035,1.12971874702687
"5",-1.51082730006693,-0.15614240870832,0.897971622251893,-1.79731282848447,-0.157309570064176,1.0455499203331,-1.42180686731683,-0.168529144967359,1.01098330985565,-1.42180686731683,-0.168529144967359,1.01098330985565
"6",-1.34071684539295,-0.259430172178671,0.822567442769613,-1.59855355294318,-0.112396621072425,1.1399332451374,-1.42472348784202,-0.154723402679562,0.985888044476503,-1.42472348784202,-0.154723402679562,0.985888044476503
"7",-1.22024747945269,-0.13565739369486,0.870191817868717,-2.2653528617469,-0.123892260858961,1.06954299157761,-2.0966878844931,-0.100863017338576,1.03372343353671,-2.0966878844931,-0.100863017338576,1.03372343353671
"8",-1.38233055773904,-0.144769014036449,0.904479842366905,-1.66530978689786,-0.132454701838289,1.08844444202977,-1.30539761085527,-0.0696592271501757,1.26004144724696,-1.30539761085527,-0.0696592271501757,1.26004144724696
"9",-2.66614391689151,-0.218614358881778,0.571841455384686,-1.94366958061127,-0.172784765438222,1.05022448131207,-1.82827748574664,-0.107834379128986,1.02389303856094,-1.82827748574664,-0.107834379128986,1.02389303856094
"10",-1.80467188152366,-0.290116751609429,0.560374771857074,-1.73412774350329,-0.123103021343716,1.07084553033751,-1.77949076568224,-0.181200448607009,0.957963092809234,-1.77949076568224,-0.181200448607009,0.957963092809234
"11",-2.06296041735385,-0.15780598826808,0.564824286342138,-1.58558206586161,-0.131789881388823,1.10143804948374,-2.16233807318376,-0.172743164874891,0.932241439921106,-2.16233807318376,-0.172743164874891,0.932241439921106
"12",-0.80121405771442,-0.159860222508347,0.499550241829194,-1.79673846322676,-0.14768716359125,1.01970185638833,-2.14276640031609,-0.0858260507222847,0.928951376757017,-2.14276640031609,-0.0858260507222847,0.928951376757017
"13",-2.07591643077827,-0.244318264888671,0.475974121983233,-1.61217359443773,-0.150452111523196,1.09808525351022,-1.7812358452578,-0.149520994678575,1.02179729171339,-1.7812358452578,-0.149520994678575,1.02179729171339
"14",-2.21509161828939,-0.191288630326176,0.974425754750658,-1.77249167287044,-0.13898425871756,1.07594395423182,-1.52766099212242,-0.102302895835019,1.0455069877371,-1.52766099212242,-0.102302895835019,1.0455069877371
"15",-2.700673066781,-0.249443443017168,0.931366389470766,-2.02467861884017,-0.169612870646571,1.04141321063985,-2.12783198136726,-0.0832069932806634,1.09190881464895,-2.12783198136726,-0.0832069932806634,1.09190881464895
"16",-2.1207694348754,-0.172744152569011,0.981494757349368,-1.8536394459615,-0.145832291332812,1.07340466434099,-2.06267220947245,-0.104927660074951,1.01273984400131,-2.06267220947245,-0.104927660074951,1.01273984400131
"17",-2.27845592216264,-0.188222465716962,0.978369322015738,-1.81422268392351,-0.196294171425726,1.03575736731249,-1.38180041469599,-0.0988618173273041,1.04139431126842,-1.38180041469599,-0.0988618173273041,1.04139431126842
"18",-1.61798011110271,-0.147145884710943,1.06078013958572,-1.61866332645279,-0.134235888637809,1.18932921320268,-2.10508301104827,-0.133208648685415,0.968066054004002,-2.10508301104827,-0.133208648685415,0.968066054004002
"19",-1.62532358669259,0.188230583291525,1.50166664860864,-1.95881394842862,-0.149623935847086,0.983560353116741,-1.79706133873902,0.0268923932407713,1.22573975235223,-1.79706133873902,0.0268923932407713,1.22573975235223
